productname,brand,price,pagelink,condition,conditiondetails,exteriorcolor,exteriormaterial,hardware,accessories,brandcode,measurements,itemnr,claircode
"Crest Trip Flap Satchel Patch Embellished Tweed and Grained Calfskin Large Item Number: 49004/96"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/49004-96_20Chanel_20Crest_20Trip_20Flap_20Satchel_20Patch_20Embe_2D_0002_grande.jpg?v=1575953104"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""2535"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-chanel-crest-trip-flap-satchel-patch-embellished-tweed-and-grained-calfskin-large4900496?variant=31159964860486""
            }}
</script>
",Chanel,"
            $2,535
        ",/collections/chanel/products/handbags-chanel-crest-trip-flap-satchel-patch-embellished-tweed-and-grained-calfskin-large4900496,Great,". Slight creasing on exterior, light wear on handle, scratches on hardware.",,,,"Authenticity Card, With Strap",,"Handle Drop 1&quot;, Height 8&quot;, Width 11.5&quot;, Depth 4.5&quot;, Strap Drop 22&quot;",49004/96,
Lady Coco Flap Bag Quilted Caviar and Suede Large,Chanel,"
            $3,230
        ",/collections/chanel/products/handbags-chanel-lady-coco-flap-bag-quilted-caviar-and-suede-large504641,Great,". Minor wear on exterior and in interior, creasing and light scuffs underneath flap, scratches and discoloration on hardware.",Red,"Leather, Suede",Gold,"Dust Bag, Authenticity Card",26693186,"Handle Drop 14&quot;, Height 8&quot;, Width 11.5&quot;, Depth 3&quot;, Strap Drop 24&quot;",50464/1,HB.CH.CVCF.QCAS.LG 
"Frame Minaudiere Glitter Patent Item Number: 46843/11"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/46843-11_20Chanel_20Frame_20Minaudiere_20Glitter_20Patent_2D_0002_grande.jpg?v=1575953019"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""1155"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-chanel-frame-minaudiere-glitter-patent4684311?variant=31075096592454""
            }}
</script>
",Chanel,"
            $1,155
        ",/collections/chanel/products/handbags-chanel-frame-minaudiere-glitter-patent4684311,Great,". Scuffs and wear on exterior and in interior, scratches on hardware.",,,,No Accessories,,"Height 4.5&quot;, Width 9.5&quot;, Depth 1.5&quot;",46843/11,
Coco Charm Wristlet Pouch Multicolor Canvas,Chanel,"
            $755
        ",/collections/chanel/products/handbags-chanel-coco-charm-wristlet-pouch-multicolor-canvas49478109,Excellent,". Light wear on base corners, slight creasing on exterior, scratches on hardware.","Print, Multicolor, Pink",Canvas Plain,Silver,Authenticity Card,26123791,"Handle Drop 6&quot;, Height 4.5&quot;, Width 7&quot;, Depth 2&quot;",49478/109,HB.CH.CCWP.MCC 
"City Rock Shopping Tote Quilted Goatskin Large Item Number: 47389/1"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/47389-1_20Chanel_20City_20Rock_20Shopping_20Tote_20Quilted_20Goa_2D_0002_grande.jpg?v=1575952975"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""2495"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-chanel-city-rock-shopping-tote-quilted-goatskin-large473891?variant=31062571319366""
            }}
</script>
",Chanel,"
            $2,495
        ",/collections/chanel/products/handbags-chanel-city-rock-shopping-tote-quilted-goatskin-large473891,Very good,". Creasing near base, wear on base corners and in interior, scratches on hardware.",,,,Authenticity Card,,"Handle Drop 9&quot;, Height 8&quot;, Width 12.5&quot;, Depth 6&quot;",47389/1,
Vintage Camera Tassel Bag Quilted Leather Medium,Chanel,"
            $2,045
        ",/collections/chanel/products/handbags-chanel-vintage-camera-tassel-bag-quilted-leather-medium5055947,Good,". Moderate wear and a darkening on exterior and strap, stains, wear and discoloration in interior. Glue stains on interior pocket zipper tape, scratches on hardware.",White,Leather,Gold,No Accessories,2321356,"Height 6.5&quot;, Width 9&quot;, Depth 2.5&quot;, Strap Drop 19.5&quot;",50559/47,HB.CH.VCTAB.QLE.ME 
In The Business Tote Quilted Lambskin North South,Chanel,"
            $1,170
        ",/collections/chanel/products/handbags-chanel-in-the-business-tote-quilted-lambskin-north-south4967828,Very good,". Moderate creasing on exterior, minor scuffs on interior opening trim. Wear on handles, scratches on hardware.",Brown,Leather,Silver,"Authenticity Card, Charms",14653850,"Handle Drop 11&quot;, Height 12&quot;, Width 12&quot;, Depth 4&quot;",49678/28,HB.CH.ITBT.QULA.NS 
Wallet on Chain Camellia Iridescent Suede,Chanel,"
            $1,470
        ",/collections/chanel/products/handbags-chanel-wallet-on-chain-camellia-iridescent-suede49134128,Very good,". Moderate wear on exterior and edges, indentations and scuffs underneath flap and in interior, scratches on hardware.",Black,Suede,Silver,Box,22874564,"Height 5&quot;, Width 7.5&quot;, Depth 1&quot;, Strap Drop 24.5&quot;",49134/128,HB.CH.WOC.CMIR 
Fever Tote Quilted Caviar Small,Chanel,"
            $1,630
        ",/collections/chanel/products/handbags-chanel-fever-tote-quilted-caviar-small50370141,Very good,". Small glue stains near base, heavy wear and cracking on handles, light wear in interior, scratches on hardware.",Gray,Leather,Silver,"Pochette, Authenticity Card",20167496,"Handle Drop 9&quot;, Height 10.5&quot;, Width 13&quot;, Depth 5&quot;",50370/141,HB.CH.FVT.QCA.SM 
"Chic Chain Bowling Bag Quilted Caviar Medium Item Number: 49004/7"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/49004-7_20Chanel_20Chic_20Chain_20Bowling_20Bag_20Quilted_20Cavi_2D_0002_grande.jpg?v=1575953078"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""1735"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-chanel-chic-chain-bowling-bag-quilted-caviar-medium490047?variant=31101468966982""
            }}
</script>
",Chanel,"
            $1,735
        ",/collections/chanel/products/handbags-chanel-chic-chain-bowling-bag-quilted-caviar-medium490047,Very good,". Moderate creasing, wear and discoloration on exterior, minor wear in interior, scratches on hardware.",,,,No Accessories,,"Handle Drop 2.5&quot;, Height 7.5&quot;, Width 11.5&quot;, Depth 6.5&quot;, Strap Drop 8.5&quot;",49004/7,
Coco Cocoon Weekender Nylon Large,Chanel,"
            $620
        ",/collections/chanel/products/handbags-chanel-coco-cocoon-weekender-nylon-large4977812,Fair,". Heavy discoloration on exterior and opening trim, scuffs on leather trims, minor wear in interior, scratches on hardware.",Green,Nylon,Silver,No Accessories,13601982,"Handle Drop 7&quot;, Height 15.5&quot;, Width 17.5&quot;, Depth 7.5&quot;",49778/12,HB.CH.COWE.NY.LG 
Vintage Resin Handle Drawstring Bucket Bag Quilted Lambskin Medium,Chanel,"
            $1,455
        ",/collections/chanel/products/handbags-chanel-vintage-resin-handle-drawstring-bucket-bag-quilted-lambskin-medium5055410,Good,". Creasing and marks on exterior, moderate wear on base and opening corners. Minor wear in interior, scratches on hardware.","Gold, Metallic",Leather,Gold,Authenticity Card,4689519,"Handle Drop 5&quot;, Height 10&quot;, Width 10&quot;, Depth 4.5&quot;",50554/10,HB.CH.VSIH.QULA.ME 
Evening in Greece Box Clutch Raffia with Leather,Chanel,"
            $2,870
        ",/collections/chanel/products/handbags-chanel-evening-in-greece-box-clutch-raffia-with-leather506681,Great,". Slight scuffs and wear on exterior, minor wear on chain strap and interior, light scratches and discoloration on hardware.","Gold, Metallic, Neutral","Leather, Raffia","Gold, Matte",No Accessories,24957403,"Height 4&quot;, Width 8.5&quot;, Depth 2&quot;, Strap Drop 22.5&quot;",50668/1,HB.CH.EGRC.RFAL 
"CC Charms Flap Bag Quilted Patent Medium Item Number: 47749/17"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/47749-17_20Chanel_20CC_20Charms_20Flap_20Bag_20Quilted_20Patent_2D_0002_grande.jpg?v=1575952652"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""2405"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-chanel-cc-charms-flap-bag-quilted-patent-medium4774917?variant=30551393763398""
            }}
</script>
",Chanel,"
            $2,405
        ",/collections/chanel/products/handbags-chanel-cc-charms-flap-bag-quilted-patent-medium4774917,Very good,". Small marks on base corners, scuffs and creasing underneath flap. Loose stitching and glue stains on opening corner. Minimal wear in interior, scratches on hardware.",,,,Authenticity Card,,"Handle Drop 9&quot;, Height 6&quot;, Width 9.5&quot;, Depth 3&quot;, Strap Drop 16&quot;",47749/17,
"Paris-Dallas Cowboy Messenger Bag Quilted Calfskin and Fur Small Item Number: 48734/31"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/48734-31_20Chanel_20Paris-Dallas_20Cowboy_20Messenger_20Bag_2D_0002_grande.jpg?v=1575953040"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""2760"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-chanel-paris-dallas-cowboy-messenger-bag-quilted-calfskin-and-fur-small4873431?variant=31089979293766""
            }}
</script>
",Chanel,"
            $2,760
        ",/collections/chanel/products/handbags-chanel-paris-dallas-cowboy-messenger-bag-quilted-calfskin-and-fur-small4873431,Excellent,". Minor creasing underneath flap, scratches on hardware.",,,,Authenticity Card,,"Height 6&quot;, Width 10.5&quot;, Depth 3&quot;, Strap Drop 14.5-24.5&quot;",48734/31,
Coco Tassel Camera Case Quilted Caviar Mini,Chanel,"
            $2,805
        ",/collections/chanel/products/handbags-chanel-coco-tassel-camera-case-quilted-caviar-mini498801,Excellent,. Minor wear in interior and scratches on hardware.,Gray,Leather,Gold,Authenticity Card,26340073,"Height 4.5&quot;, Width 6.5&quot;, Depth 2&quot;, Strap Drop 21&quot;",49880/1,HB.CH.COL.QCA.MI 
Neo Executive Clutch Grained Calfskin Medium,Chanel,"
            $1,145
        ",/collections/chanel/products/handbags-chanel-neo-executive-clutch-grained-calfskin-medium504191,Great,". Minor scuffs and creasing on exterior, light wear in interior, scratches on hardware.",Black,Leather,Silver,No Accessories,24549741,"Height 8&quot;, Width 11.5&quot;, Depth 1.5&quot;",50419/1,HB.CH.NEEX.GRCA.ME 
Vintage Frame Clutch Bag Quilted Leather Mini,Chanel,"
            $1,865
        ",/collections/chanel/products/handbags-chanel-vintage-frame-clutch-bag-quilted-leather-mini4931823,Good,". Moderate indentations on exterior, wear along exterior edges and strap, scuffs in interior, scratches on hardware.","Metallic, Silver",Leather,Gold,No Accessories,1808498,"Height 5&quot;, Width 4.5&quot;, Depth 1&quot;, Strap Drop 21&quot;",49318/23,HB.CH.VTFR.QLE.MI 
"Button Up Hobo Quilted Calfskin with Grosgrain Large Item Number: 48891/78"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/48891-78_20Chanel_20Button_20Up_20Hobo_20Quilted_20Calfskin_20wi_2D_0002_grande.jpg?v=1575953086"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""2860"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-chanel-button-up-hobo-quilted-calfskin-with-grosgrain-large4889178?variant=31101525786694""
            }}
</script>
",Chanel,"
            $2,860
        ",/collections/chanel/products/handbags-chanel-button-up-hobo-quilted-calfskin-with-grosgrain-large4889178,Great,". Wear on base corners and in interior, creasing on exterior, scratches on hardware.",,,,Authenticity Card,,"Handle Drop 9&quot;, Height 11.5&quot;, Width 9.5&quot;, Depth 6.5&quot;, Strap Drop 14&quot;",48891/78,
"Vintage Pleated Tote Quilted Calfskin Large Item Number: 49004/38"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/49004-38_20Chanel_20Vintage_20Pleated_20Tote_20Quilted_20Calfs_2D_0002_grande.jpg?v=1575953112"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""800"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-chanel-vintage-pleated-tote-quilted-calfskin-large4900438?variant=31160033280070""
            }}
</script>
",Chanel,"
            $800
        ",/collections/chanel/products/handbags-chanel-vintage-pleated-tote-quilted-calfskin-large4900438,Good,". Moderate loss of shape and darkening on exterior, wear on base corners, scuffs on opening trim. Creasing on handles, minor wear in interior, scratches on hardware.",,,,No Accessories,,"Handle Drop 8&quot;, Height 12.5&quot;, Width 16.5&quot;, Depth 5&quot;",49004/38,
"La Pausa Bay Shopping Tote Printed Vinyl Large Item Number: 48734/51"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/48734-51_20Chanel_20La_20Pausa_20Bay_20Shopping_20Tote_20Printed_2D_0002_20_1_grande.jpg?v=1575953146"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""1790"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-chanel-la-pausa-bay-shopping-tote-printed-vinyl-large4873451?variant=31172843831366""
            }}
</script>
",Chanel,"
            $1,790
        ",/collections/chanel/products/handbags-chanel-la-pausa-bay-shopping-tote-printed-vinyl-large4873451,Excellent,". Minor wear on exterior, scratches on hardware.",,,,Authenticity Card,,"Handle Drop 3&quot;, Height 14&quot;, Width 12&quot;, Depth 6&quot;, Strap Drop 11.5&quot;",48734/51,
Vintage Camellia Clutch Lambskin Medium,Chanel,"
            $460
        ",/collections/chanel/products/handbags-chanel-vintage-camellia-clutch-lambskin-medium49134117,Great,". Scuffs and wear on exterior, glue stains on opening corners, minimal stains and wear in interior, scratches on hardware.",Neutral,Leather,Silver,Authenticity Card,5399422,"Height 8&quot;, Width 10&quot;, Depth 1&quot;",49134/117,HB.CH.VNCM.LS.ME 
Gabrielle Hobo Quilted Tweed and Calfskin Medium,Chanel,"
            $3,020
        ",/collections/chanel/products/handbags-chanel-gabrielle-hobo-quilted-tweed-and-calfskin-medium49743160,Excellent,". Small indentations on leather trims, slight fraying on exterior, scratches on hardware.",Pink,"Leather, Tweed","Gold, Aged Silver, Matte",No Accessories,24585508,"Handle Drop 17&quot;, Height 8.5&quot;, Width 10.5&quot;, Depth 4&quot;, Strap Drop 29&quot;",49743/160,HB.CH.GBHB.QUCL.ME 
Vintage Bijoux Ring Chain Bag Quilted Leather Medium,Chanel,"
            $1,390
        ",/collections/chanel/products/handbags-chanel-vintage-bijoux-ring-chain-bag-quilted-leather-medium49134124,Great,". Minor creasing near base and underneath flap, scuffs and marks on base, light wear in interior, scratches on hardware.",Black,Leather,Gun Metal,Authenticity Card,11368806,"Handle Drop 5.5&quot;, Height 6.5&quot;, Width 9.5&quot;, Depth 3&quot;",49134/124,HB.CH.BJIU.QLE.ME 
Vintage CC Chain Full Flap Bag Quilted Suede Small,Chanel,"
            $1,555
        ",/collections/chanel/products/handbags-chanel-vintage-cc-chain-full-flap-bag-quilted-suede-small5037084,Very good,". Moderate wear on exterior, scuffs in interior, scratches on hardware.",Black,Suede,Gold,Authenticity Card,1105449,"Height 6.5&quot;, Width 8&quot;, Depth 2.5&quot;, Strap Drop 18.5&quot;",50370/84,HB.CH.VCFF.QS.SM 
Vintage Front Pocket Camera Bag Quilted Lambskin Small,Chanel,"
            $1,620
        ",/collections/chanel/products/handbags-chanel-vintage-front-pocket-camera-bag-quilted-lambskin-small513467,Good,". Moderate creasing, scuffs and wear on exterior and strap, small marks in interior, scratches on hardware.",Black,Leather,Gold,Authenticity Card,1557931,"Height 6.5&quot;, Width 9&quot;, Depth 3&quot;, Strap Drop 17&quot;",51346/7,HB.CH.VFPCB.QULA.SM 
CC Mania Shopping Tote Lambskin Small,Chanel,"
            $2,920
        ",/collections/chanel/products/handbags-chanel-cc-mania-shopping-tote-lambskin-small5055715,Great,". Minor wear on exterior corners. handles and in interior, slight creasing near base, scratches on hardware.",Pink,Leather,Gold Tone,"Authenticity Card, With Strap",27506332,"Handle Drop 4.5&quot;, Height 8&quot;, Width 10&quot;, Depth 4&quot;, Strap Drop 21&quot;",50557/15,HB.CH.MISP.LS.SM 
Vintage Mademoiselle Flap Bag Quilted Canvas with Patent Small,Chanel,"
            $1,435
        ",/collections/chanel/products/handbags-chanel-vintage-mademoiselle-flap-bag-quilted-canvas-with-patent-small5037079,Great,". Minor wear on exterior, slight loss of luster on exterior trims, scuffs and bubbling underneath flap, scratches on hardware.",Black,"Canvas Plain, Patent Leather",Silver,Authenticity Card,6929065,"Height 7.5&quot;, Width 9&quot;, Depth 3&quot;, Strap Drop 13&quot;",50370/79,HB.CH.VMMC.QCP.SM 
Paris Drawstring Backpack Denim Medium,Chanel,"
            $1,830
        ",/collections/chanel/products/handbags-chanel-paris-drawstring-backpack-denim-medium5055721,Great,". Minor wear and discoloration on exterior, scratches on hardware.",Blue,Denim,Aged Silver,Authenticity Card,23127806,"Handle Drop 5&quot;, Height 12&quot;, Width 9&quot;, Depth 8&quot;, Strap Drop 14.5&quot;",50557/21,HB.CH.PRDS.DEN.ME 
"Timeless Wallet on Chain Textured Leather Item Number: 48810/1"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/48810-1_20Chanel_20Timeless_20Wallet_20on_20Chain_20Textured_20L_2D_0002_grande.jpg?v=1575953154"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""1250"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-chanel-timeless-wallet-on-chain-textured-leather488101?variant=31172887871558""
            }}
</script>
",Chanel,"
            $1,250
        ",/collections/chanel/products/handbags-chanel-timeless-wallet-on-chain-textured-leather488101,Great,". Moderate wear on exterior, underneath flap and in interior. Scratches on hardware.",,,,No Accessories,,"Height 5&quot;, Width 7.5&quot;, Depth 2&quot;, Strap Drop 24.5&quot;",48810/1,
Timeless CC Expandable Tote Quilted Caviar Medium,Chanel,"
            $1,455
        ",/collections/chanel/products/handbags-chanel-timeless-cc-expandable-tote-quilted-caviar-medium50370193,Very good,". Darkening, creasing and marks on exterior, small stains in interior, scratches on hardware.",Neutral,Leather,Silver,No Accessories,15515952,"Handle Drop 7&quot;, Height 10.5&quot;, Width 17&quot;, Depth 1.5&quot;",50370/193,HB.CH.TCET.QCA.ME 
Paris-Greece Beach Bag Printed Terry Cloth Large,Chanel,"
            $1,335
        ",/collections/chanel/products/handbags-chanel-paris-greece-beach-bag-printed-terry-cloth-large5082378,Good,. Minimal wear in interior.,"Print, White",Fabric,,No Accessories,No code,"Handle Drop 8.5&quot;, Height 18&quot;, Width 17.5&quot;, Depth 6&quot;",50823/78,HB.CH.PRSG.PRTC.LG 
Luxe Ligne Bowler Bag Leather Small,Chanel,"
            $960
        ",/collections/chanel/products/handbags-chanel-luxe-ligne-bowler-bag-leather-small50823190,Fair,". Heavy wear on base corners and strap, moderate discoloration on exterior, creasing in interior, scratches on hardware.","Metallic, Neutral",Leather,Gold,Authenticity Card,10607063,"Handle Drop 7&quot;, Height 7.5&quot;, Width 15.5&quot;, Depth 7.5&quot;",50823/190,HB.CH.LLB.LE.SM 
Surpique Bowling Bag Chevron Wrinkled Lambskin Medium,Chanel,"
            $1,830
        ",/collections/chanel/products/handbags-chanel-surpique-bowling-bag-chevron-wrinkled-lambskin-medium49743161,Great,". Wear on base corners and handles, creasing on exterior, light wear in interior, scratches on hardware.",Blue,Leather,Gold,Authenticity Card,22062363,"Handle Drop 7&quot;, Height 8&quot;, Width 11.5&quot;, Depth 7&quot;",49743/161,HB.CH.SURQ.WLSC.ME 
Coco Cocoon Reversible Tote Quilted Nylon Small,Chanel,"
            $780
        ",/collections/chanel/products/handbags-chanel-coco-cocoon-reversible-tote-quilted-nylon-small50823228,Very good,". Wear on exterior, scuffs on leather trim, marks and wear on handles and in interior, scratches on hardware.",Black,Fabric,Silver,No Accessories,18181795,"Handle Drop 6&quot;, Height 8.5&quot;, Width 11&quot;, Depth 6&quot;",50823/228,HB.CH.CCRB.QUNY.SM 
Boy Flap Bag Quilted Tweed with Patent Old Medium,Chanel,"
            $2,280
        ",/collections/chanel/products/handbags-chanel-boy-flap-bag-quilted-tweed-with-patent-old-medium496794,Very good,". Minor wear on base and flap corners, creasing on sides, pen mark and bubbling underneath flap, scratches on hardware.",Pink,Tweed,Gun Metal,No Accessories,19628773,"Handle Drop 11.5&quot;, Height 6&quot;, Width 10.5&quot;, Depth 3&quot;, Strap Drop 20.5&quot;",49679/4,HB.CH.BF.QUIW.OM 
Vintage Mademoiselle Chain Messenger Quilted Tweed with Leather Medium,Chanel,"
            $1,435
        ",/collections/chanel/products/handbags-chanel-vintage-mademoiselle-chain-messenger-quilted-tweed-with-leather-medium5082329,Great,". Minor darkening and scuffs on leather trims, creasing and wear on strap, minor bubbling underneath flap, scratches on hardware.","Blue, Multicolor, Neutral, Pink","Leather, Tweed","Gold, Matte",Authenticity Card,6735257,"Handle Drop 4&quot;, Height 6&quot;, Width 10&quot;, Depth 3.5&quot;, Strap Drop 19-20.5&quot;",50823/29,HB.CH.VMLL.QTEE.ME 
Vintage Gripoix Evening Bag Quilted Satin Small,Chanel,"
            $1,080
        ",/collections/chanel/products/handbags-chanel-vintage-gripoix-evening-bag-quilted-satin-small5055940,Fair,". Heavy separating on flap edges. Minor wear on exterior, stain underneath flap, light fraying on strap. Minor wear in interior, scratches on hardware.",Black,Satin,Gold,No Accessories,0472781,"Height 5&quot;, Width 8.5&quot;, Depth 2&quot;, Strap Drop 16&quot;",50559/40,HB.CH.VNGP.QUSA.SM 
PVC Chain Tote Tweed Small,Chanel,"
            $965
        ",/collections/chanel/products/handbags-chanel-pvc-chain-tote-tweed-small50163235,Great,". Minor fraying on exterior, scuffs on leather trims and in interior, scratches on hardware.","Clear, Black","Pvc, Tweed",Silver,No Accessories,22495827,"Handle Drop 18&quot;, Height 9&quot;, Width 9&quot;, Depth 3&quot;",50163/235,HB.CH.PCHN.TW.SM 
Chocolate Bar CC Flap Wallet Quilted Leather Compact,Chanel,"
            $355
        ",/collections/chanel/products/handbags-chanel-chocolate-bar-cc-flap-wallet-quilted-leather-compact5023110,Good,". Small glue stains on base corners, wear on opening edges, scuffs in interior, scratches on hardware.",Silver,Leather,,Authenticity Card,11842396,"Height 5&quot;, Width 4&quot;, Depth 1&quot;",50231/10,HB.CH.CBCW.QLE.COMP 
Just Mademoiselle Bag Quilted Patent Medium,Chanel,"
            $750
        ",/collections/chanel/products/handbags-chanel-just-mademoiselle-bag-quilted-patent-medium50554102,Very good,". Minor marks on exterior, heavy wear, scuffs and discoloration in interior, scratches on hardware.",Gold,Patent Leather,Aged Silver,Authenticity Card,15075236,"Handle Drop 8&quot;, Height 6.5&quot;, Width 13&quot;, Depth 6&quot;, Strap Drop 15&quot;",50554/102,HB.CH.JM.QPA.ME 
Mademoiselle Vintage Flap Bag Chevron Sheepskin Medium,Chanel,"
            $2,475
        ",/collections/chanel/products/handbags-chanel-mademoiselle-vintage-flap-bag-chevron-sheepskin-medium5056351,Very good,". Moderate scuffs on exterior and underneath flap, broken stitch on side opening edge, wear on strap and in interior, scratches on hardware.","Metallic, Silver",Leather,Silver,Authenticity Card,24696031,"Handle Drop 12&quot;, Height 6&quot;, Width 10&quot;, Depth 2.5&quot;, Strap Drop 22&quot;",50563/51,HB.CH.MMVF.CVSP.ME 
Easy Shopping Tote Quilted Lambskin Large,Chanel,"
            $1,660
        ",/collections/chanel/products/handbags-chanel-easy-shopping-tote-quilted-lambskin-large484871,Fair,". Heavy creasing, discoloration and wear on exterior and handles. Scuffs on base, minor wear in interior, scratches on hardware.",Blue,Leather,Aged Silver,"Authenticity Card, Dust Bag",23482800,"Handle Drop 4&quot;, Height 9.5&quot;, Width 15&quot;, Depth 7&quot;, Strap Drop 13&quot;",48487/1,HB.CH.EYST.QULA.LG 
Vintage Chain Tote Quilted Caviar East West,Chanel,"
            $1,405
        ",/collections/chanel/products/handbags-chanel-vintage-chain-tote-quilted-caviar-east-west502801,Very good,". Moderate wear on base corners, slight creasing near base, small marks on interior opening, scratches on hardware.",Brown,Leather,Gold,No Accessories,10105804,"Handle Drop 12.5&quot;, Height 9.5&quot;, Width 14.5&quot;, Depth 4.5&quot;",50280/1,HB.CH.VCTO.QCA.EW 
Bi Vintage Full Flap Bag Quilted Crumpled Calfskin Medium,Chanel,"
            $2,155
        ",/collections/chanel/products/handbags-chanel-bi-vintage-full-flap-bag-quilted-crumpled-calfskin-medium50370157,Very good,". Wear, darkening, creasing and small stains on exterior, minor wear and darkening on strap, creasing underneath flap. Wear in interior, scratches on hardware.","Blue                                                                                      Interior Color: Blue Interior Material: Fabric Brand Code: 25982144 Clair Code: HB.CH.BIV.QCPC.ME Item Number: 50370/157"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/50370-157_20Chanel_20Bi_20Vintage_20Full_20Flap_20Bag_20Quilted_2D_0002_grande.jpg?v=1578383120"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""2155"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-chanel-bi-vintage-full-flap-bag-quilted-crumpled-calfskin-medium50370157?variant=31297395392582""
            }}
</script>
",Leather,,"Dust Bag, Authenticity Card",25982144,"Handle Drop 12&quot;, Height 6&quot;, Width 10&quot;, Depth 2.5&quot;, Strap Drop 25&quot;",50370/157,HB.CH.BIV.QCPC.ME 
Vintage CC Zip Around Handle Bag Quilted Printed Canvas Small,Chanel,"
            $1,310
        ",/collections/chanel/products/handbags-chanel-vintage-cc-zip-around-handle-bag-quilted-printed-canvas-small50370153,Great,". Glue stains on handle bases, loss of shape on handles, minor wear in interior, scratches on hardware.","Blue, Multicolor, Pink, Prints",Canvas Plain,Gold,"Dust Bag, Authenticity Card",4821562,"Handle Drop 6&quot;, Height 7.5&quot;, Width 9&quot;, Depth 3.5&quot;",50370/153,HB.CH.VZAH.QPC.SM 
Vintage Classic Top Handle Flap Bag Quilted Caviar Jumbo,Chanel,"
            $2,345
        ",/collections/chanel/products/handbags-chanel-vintage-classic-top-handle-flap-bag-quilted-caviar-jumbo50823126,Very good,". Creasing near base and on handle, bubbling underneath flap, wear in interior, scratches on hardware.",Black,Leather,Gold,No Accessories,6605549,"Handle Drop 3&quot;, Height 9.5&quot;, Width 11.5&quot;, Depth 4.5&quot;",50823/126,HB.CH.VCFH.QCA.JB 
