prname,page2,price,authnumber,sizeInch,color_material,accessories,outside_condition,inside_condition,other,smell,product_nr
HERMES BOLIDE MINI 2way Hand Bag Brown Veau Porc,/collections/hermes/products/ao23729,"328,000",-,"W 6.7 x H 4.7 x D 2.8 ""

Handle Drop. 2.4 ""

Shoulder Drop. 18.9 """,Brown/ Veau Porc,Shoulder Strap,There is sign of use overall,"There is sign of use overall

Dirt, Scratches",-,-,AO23729
HERMES FONSBELLE Shoulder Bag  Black Box Calf,/collections/hermes/products/ao23667,"148,000",○B=1972,"W 9.1 x H 7.1 x D 3.1 ""

Strap Drop. 8.3 or 16.1 """,Black/ Box Calf,Dust Bag,"There is sign of use overall

Scratches

Metal fittings: Discoloration","There is sign of use overall

Scratches

Side: Minor crack",-,-,AO23667
HERMES 1990`s Tryangle Shoulder Bag Black Box Calf,/collections/hermes/products/ao23666,"298,000",○T=1990,"W 11.4 x H 8.9 x D 2.4 ""

Strap Drop. 12.6 ""","Black, etc./ Box Calf, Doblis",Dust Bag,"There is sign of use overall

Dirt

Shoulder strap: crack","There is sign of use overall

Scratches",-,Smell of mold,AO23666
HERMES KELLY 32 RETOURNE 2way Hand Bag Red Buffalo Skipper,/collections/hermes/products/ao23548,"698,000", □F=2002," W 12.6 x H 9.4 x D 4.3 ""  Handle Drop. 3.5 ""  Strap Drop. 17.3 """, Red/ Buffalo Skipper," Cover of Key, Keys*2, Padlock, Shoulder Strap", Good Condition, There is sign of use overall  Dirt, -, -, AO23548
HERMES LIDI Chain Shoulder Bag Navy Box Calf,/collections/hermes/products/ao23518,"298,000",○I=1979,"W 10.2 x H 6.3 x D 1.2 ""

Strap Drop. 15.0 """,Navy/ Box Calf,Dust Bag,"Good Condition

Minor scratches","There is sign of use overall

Scratches, Discoloration",-,-,AO23518
HERMES Palm Tree Motif Shoulder Bag Navy Box Calf,/collections/hermes/products/ao23505,"398,000",○C=1973,"W 9.1 x H 6.9 x D 2.0 ""

Strap Drop. 7.9 or 15.0 """,Navy/ Box Calf,-,"Good Condition

Minor scratches","Good Condition

Scratches

Flap: Minor discoloration","Good Condition

Minor peeled",-,AO23505
HERMES PIANO Hand Bag Beige Lizard Skin,/collections/hermes/products/ao23504,"428,000",-,"W 10.0 x H 6.4 x D 2.8 ""

Handle Drop. 4.7 """,Beige/ Lizard Skin,-,"There is sign of use overall

Metal fittings: Discoloration",Good Condition,"There is sign of use overall

Stains",-,AO23504
HERMES BOLIDE 27 2way Hand Bag Brown Veau Epsom,/collections/hermes/products/ao23450,"748,000",D ; Production in 2019,"W 10.2 x H 7.5 x D 3.7 ""

Handle Drop. 3.9 ""

Strap Drop. 17.7 """,Brown/ Veau Epsom,"Shoulder Strap, Dust Bag, Manual, Box",Excellent Condition,"Excellent Condition

Scratches",-,-,AO23450
HERMES HAUT A COURROIES 45 Hand Bag Brown Couchevel,/collections/hermes/products/ao23447,"598,000",○Y=1995,"W 17.7 x H 15.0 x D 9.8 ""

Handle Drop. 3.9 """,Brown/ Veau Greine Couchevel,"Keys*2, Cover of Key, Padlock",There is sign of use overall,"Good Condition

Scratches",-,-,AO23447
HERMES MUSEAU Shoulder Tote Bag Green Taurillon Clemence,/collections/hermes/products/ao23369,"148,000",□E=2001,"W 12.6 x H 9.4 x D 6.7 ""

Shoulder Drop. 11.8 """,Green/ Taurillon Clemence,-,Good Condition,Good Condition,-,-,AO23369
HERMES KELLY 32 RETOURNE 2way Hand Bag Black Taurillon Clamence,/collections/hermes/products/ao23366,"798,000",○Z=1996,"W 12.6 x H 9.4 x D 4.3 ""

Handle Drop. 3.5 ""

Strap Drop. 17.3 """,Black/ Traurillon Clemence,"Cover of Key, Keys*2, Padlock, Shoulder Strap, Box","Excellent Condition

Minor scratches",Excellent Condition,-,-,AO23366
HERMES DALVY GM Hand Bag Dark Brown Chevre Coromandel,/collections/hermes/products/ao23299,"168,000",□C=1999,"W 13.0 x H 10.2 x D 5.1 ""

Handle Drop. 3.5 """,Dark Brown/ Chevre Coromandel,Dust Bag,"Good Condition

Scratches",Good Condition,-,-,AO23299
HERMES DOLLY Shoulder Bag Brown Box Calf,/collections/hermes/products/ao23244,"148,000",○Y=1976,"W 9.4 x H 5.9 x D 2.8 ""

Strap Drop. 16.1 """,Brown/ Box Calf,-,"Good Condition

Scratches, Minor crack","Good Condition

Scratches, Minor crack",-,-,AO23244
HERMES MINI KELLY Shoulder Bag Bordeaux Box Calf,/collections/hermes/products/ao23224,"898,000",○O=1985,"W 7.9 x H 5.9 x D 3.5 ""

Strap Drop. 9.4 """,Bordeaux/ Box Calf,-,"There is sign of use overall

Minor scratches, Mold stains","There is sign of use overall

scratches, Mold stains",-,-,AO23224
HERMES BIRKIN 30 Hand Bag Chocolat Veau Crispe Togo,/collections/hermes/products/ao23185,"1,480,000",□R=2014,"W 11.8 x H 8.7 x D 6.3 ""

Handle Drop. 3.9 """,Chocolat/ Veau Crispe Togo,"Cover of Keys, Keys*2, Box, Rain Protection",Excellent Condition,Excellent Condition,-,-,AO23185
HERMES KELLY 32 SELLIER 2way Hand Bag Brown Fjord,/collections/hermes/products/ao23025,"980,000",□E=2001,"W 12.6 x H 9.4 x D 4.3 ""

Handle Drop. 3.5 ""

Strap Drop. 16.9 """,Brown/ Fjord Leather,"Shoulder Strap, Cover of Key, Keys*2, Padlock, Dust Bag*2",Excellent Condition,Good Condition,-,-,AO23025
HERMES ALINE GM Shoulder Bag Yellow,/collections/hermes/products/ao23016,"148,000",-,"W 13.4 x H 18.1 x D 0.4 ""

Strap Drop. 13.0 ""","Ivory, Yellow/ 100% Cotton, Leather",-,Good Condition,Good Condition,-,-,AO23016
HERMES ALINE GM Shoulder Bag Light Blue,/collections/hermes/products/ao23015,"148,000",-,"W 13.4 x H 18.1 x D 0.4 ""

Strap Drop. 13.0 ""","Ivory, Light Blue/ 100% Cotton, Leather",-,"Good Condition

Stains",Good Condition,-,-,AO23015
HERMES SHERPA GM ROCABAR Backpack Bag Navy,/collections/hermes/products/ao23006,"89,800",Unclear due to deterioration,"W 11.0 x H 14.6 x D 5.5 ""

Strap total length. 26.4 ""","Navy, Orange, Yellow/ Wool, Traurillon Clemence",Dust Bag,"There is sign of use overall

Arm hole

Strap: Scuff，Stains","Good Condition

Dirt",-,-,AO23006
HERMES KELLY 32 RETOURNE 2way Hand Bag Brown Taurillon Clamence,/collections/hermes/products/ao23004,"980,000",□J=2006,"W 12.6 x H 9.4 x D 4.3 ""

Handle Drop. 3.5 ""

Strap Drop. 17.3 """,Brown/ Traurillon Clemence,"Cover of Key, Keys*2, Padlock, Shoulder Strap, Rain Cover, Dust Bag, Manual, Box",Excellent Condition,"Excellent Condition

Minor scratches",-,-,AO23004
HERMES Cavalier One Shoulder Bag Ivory,/collections/hermes/products/ao23002,"98,000",-,"W 11.8 x H 20.5 x D 7.9 ""

Strap total length. 31.1 ""","Ivory, Orange, Yellow, Navy/ 100% Cotton",-,"There is sign of use overall

Stains","Good Condition

Stains",-,-,AO23002
HERMES Aline MM Shoulder Bag Bordeaux,/collections/hermes/products/ao23000,"168,000",A=2017,"W 11.8 x H 13.4 x D 0.2 ""

Strap Drop. 14.2 ""","Bordeaux, Brown, Navy/ 100% Cotton, Leather","Dust Bag, Manual, Box",Good Condition,Good Condition,-,-,AO23000
HERMES WHITE BUS UP Hand Tote Bag Black Chevre Coromandel,/collections/hermes/products/ao22903,"148,000",□F=2002,"W 11.6 x H 14.4 x D 4.7 ""

Handle Drop. 4.7 """,Black/ Chevre Coromandel,-,"Good Condition

Minor scratches",Good Condition,-,-,AO22903
HERMES JIGE PM Clutch Bag Bordeaux Box Calf,/collections/hermes/products/ao22725,"148,000",○K=1981,"W 11.4 x H 7.9 x D 1.2 """,Bordeaux/ Box Calf,-,"Good Condition

Scratches",Good Condition,-,-,AO22725
HERMES BIRKIN 30 Hand Bag Red Traurillon Clemence,/collections/hermes/products/ao22511,"898,000",□I=2005,"W 11.8 x H 8.7 x D 6.3 ""

Handle Drop. 3.9 """,Red/ Traurillon Clemence,"Cover of Key, Keys*2, Padlock",Good Condition,Good Condition,-,-,AO22511
HERMES NEW AMSTERDAM Shoulder Bag Tri-Color,/collections/hermes/products/ao22509,"498,000",○R=1988,"W 14.2 x H 10.2 x D 0.8 ""

Strap Drop. 17.7 ""","Black, Purple, Blue/ Veau Doblis, Ostrich, Box Calf",Dust Bag,"There is sign of use overall

Scratches","There is sign of use overall

Scratches, Dirt, Peeled",-,-,AO22509
HERMES ESCAPADA Hand Bag 30. Beige Black Toile H,/collections/hermes/products/ao22312,"228,000",-,"W 12.2 x H 9.8 x D 3.5 ""

Handle Drop. 5.3 ""","Beige, Black/ Toile H, Box Calf","Dust Bag, Rain Cover, Box",Excellent Condition,Excellent Condition,-,-,AO22312
HERMES Vintage Hand Bag Black Lizard Skin,/collections/hermes/products/ao22005,"348,000",-,"W 9.3 x H 5.9 x D 2.8 ""

Handle Drop. 4.7 "" ",Black/ Lizard Skin,Dust Bag,There is sign of use overall,"There is sign of use overall

Scratches",-,-,AO22005
HERMES MEDORU Shoulder Bag Black Box Calf,/collections/hermes/products/ao22004,"328,000",○X=1994,"W 7.5 x H 7.5 x D 1.6 ""

Strap Drop. 7.9 - 15.4 """,Black/ Box Calf,"Dust Bag, Box","Good Condition

Scratches","There is sign of use overall

Scratches",-,-,AO22004
HERMES Silky City PM Shoulder Bag Blue,/collections/hermes/products/ao22002,"198,000",□O=2011,"W 12.6 x H 13.0 x D 0.4 ""

Shoulder Drop. 12.2 - 19.7 ""","Blue, White, etc./ 100% Silk, Leather","Pouch, Dust Bag","Good Condition

Leather: Dirt",Good Condition,-,-,AO22002
HERMES RING 2 Shoulder Bag Black Crinoline,/collections/hermes/products/ao21773,"248,000",○H=1978,"W 8.7 x H 6.7 x D 1.6 ""

Strap Drop. 15.7 ""","Black/ Crinoline, Box Calf","Dust Bag, Box","Good Condition

Strap roots: Peeled","Good Condition

Minor scratches",-,-,AO21773
HERMES Vintage Shoulder Bag Box Calf,/collections/hermes/products/ao21555,"248,000",○F=1976,"W 8.7 x H 5.9 x D 1.6 ""

Strap Drop. 7.5 or 13.8 """,Black/ Box Calf,Box,"Good Condition

Scratches, Mold stain","Good Condition

Scratches",-,-,AO21555
HERMES Silky City PM Animal Pattern Shoulder Bag Pink,/collections/hermes/products/ao21534,"168,000",□=2010,"W 12.6 x H 13.0 x D 0.4 ""

Shoulder Drop. 13.0 - 19.7 ""","Pink, Brown, etc./ 100% Silk, Leather",Pouch,"Excellent Condition

Leather: Scratches",Excellent Condition,-,,AO21534
HERMES DOLLY Shoulder Bag Black Box Calf,/collections/hermes/products/ao21533,"248,000",○F=1976,"W 9.4 x H 5.9 x D 2.8 ""

Strap Drop. 16.1 """,Black/ Box Calf,"Dust Bag, Box","Good Condition

Scratches",Good Condition,-,,AO21533
HERMES LIDDY Shoulder Bag Black Crocodile,/collections/hermes/products/ao21401,"698,000",○R=1988,"W 10.2 x H 6.7 x D 1.4 ""

Strap Drop. 15.0 """,Black/ Crocodile,"Dust Bag, Box",Good Condition,"There is sign of use overall

Scratches",-,-,AO21401
HERMES Mini Trim Shoulder Bag Black Doblis,/collections/hermes/products/ao21400,"98,000",-,"W 5.5 x H 3.9 x D 1.3 ""

Strap Drop. 19.2 """,Black/ Doblis,-,"There is sign of use overall

Fluffing, Suntanned",Good Condition,-,-,AO21400
HERMES MINI JIGE Clutch Bag Pink Chevre Myzore,/collections/hermes/products/ao21399,"198,000",□K=2007,"W 7.9 x H 5.1 x D 0.8 """,Pink/ Chevre Myzore,-,"Excellent Condition

Minor Suntanned",Excellent Condition,-,-,AO21399
HERMES KELLY ADO PM Backpack Bag Amazonia Veau Swift,/collections/hermes/products/ao21398,"398,000",□C=1999,"W 7.9 x H 8.3 x D 3.1 ""

Strap total length. 19.3 - 36.2 ""","Brown, Orange/ Veau Swift, Amazonia","Dust Bag, Box","Obvious sigh of use with heavy damages

Scratches, Crack",Good Condition,-,-,AO21398
HERMES Cocktail Shoulder Bag Black Satin,/collections/hermes/products/ao21396,"148,000",○M=1983,"W 9.4 x H 5.9 x D 0.4 "" 

Shoulder Drop. 18.9 """,Black/ Satin,"Dust Bag, Box",Excellent Condition,"Good Condition

Scratches",-,-,AO21396
HERMES BOLIDE 35 2way Hand Bag Bi-Color Box Calf Toile Jean,/collections/hermes/products/ao21318,"298,000",○Z=1996,"W 13.8 x H 10.6 x D 5.5 ""

Handle Drop. 3.5 ""

Strap Drop. 16.5 ""","Brown, Blue/ Box Calf, Toile Jean","Cover of Key, Keys*2, Padlock, Shoulder Strap,Dust Bag","There is sign of use overall

Scratches, Dirt","There is sign of use overall

Scratches",-,,AO21318
HERMES POCHETTE RIO H Logo Clutch Bag Orange Veau Swift,/collections/hermes/products/ao21316,"98,000",OR 19,"W 10.6 x H 7.1 x D 3.1 ""

Handle Drop. 5.9 "" ",Black/ Crocodile Skin,"Mirror, Mirror Case, Dust Bag",Good Condition,"Good Condition

Minor Dirt",-,,AO21316
HERMES Hand Bag Black Crocodile Skin,/collections/hermes/products/ao21315,"398,000",OR 19,"W 10.6 x H 7.1 x D 3.1 ""

Handle Drop. 5.9 "" ",Black/ Crocodile Skin,"Mirror, Mirror Case, Dust Bag","There is sign of use overall

Metal fittings: Discoloration","There is sign of use overall

Scratches",-,,AO21315
HERMES 1977's Shoulder Bag Black Doblis,/collections/hermes/products/ao21218,"198,000",○G=1977,"W 8.9 x H 5.1 x D 2.0 ""

Strap Drop. 13.8 """,Black/ Veau Velours Doblis,-,There is sign of use overall,"There is sign of use overall

Scratches",-,,AO21218
HERMES BIRKIN 35 Hand Bag Brown Traurillon Clemence,/collections/hermes/products/ao21163,"898,000",□M=2009,"W 13.8 x H 9.8 x D 7.5 ""

Handle Drop. 4.7 """,Dark Brown/ Traurillon Clemence,"Manual, Padlock, Cover of Key, Keys*2, Dust Bag, Rain Cover, Box",Excellent Condition,Excellent Condition,-,-,AO21163
HERMES BIRKIN 30 Hand Bag Green Couchevel,/collections/hermes/products/ao21130,"958,000",□C=1999,"W 11.8 x H 8.7 x D 5.9 ""

Handle Drop. 3.5 """,Green/ Veau Greine Couchevel,"Cover of Key, Keys*2, Padlock, Dust Bag",Good Condition,"Good Condition

Dirt",-,,AO21130
HERMES Mini Bolide 2way Hand Bag Purple Veau Epsom,/collections/hermes/products/ao21021,"348,000",○O=2011,"W 5.5 x H 3.9 x D 2.0 ""

Handle Drop. 1.2 ""

Strap Drop. 14.6 """,Purple/ Veau Epsom,"Shoulder Strap, Dust Bag, Box",Good Condition,Good Condition,-,,AO21021
HERMES BOLIDE 31 2way Hand Bag Bordeaux Box Calf,/collections/hermes/products/ao20995,"348,000",□D=2000,"W 12.2 x H 9.4 x D 4.7 ""

Handle Drop. 3.9 ""

Strap Drop. 16.5 """,Bordeaux/ Box Calf,"Cover of Key, Keys*2, Padlock, Shoulder Strap, Dust Bag","Good Condition

Scratches","Good Condition

Scratches",-,-,AO20995
HERMES BOLIDE 31 2way Hand Bag Blue Jean Ostrich,/collections/hermes/products/ao20994,"898,000",□H=2004,"W 12.2 x H 9.4 x D 4.7 ""

Handle Drop. 3.9 ""

Strap Drop. 16.5 """,Blue Jean/ Ostrich Skin,"Cover of Key, Keys*2, Padlock, Shoulder Strap, Rain Cover, Dust Bag, Box",Excellent Condition,"Excellent Condition

Scratches",-,-,AO20994
HERMES Chaine d'Ancre Hand Bag Black Crocodile,/collections/hermes/products/ao20961,"398,000",19,"W 9.1 x H 5.5 x D 2.8 ""

Handle Drop. 3.9 "" ",Black/ Crocodile Leather,Dust Bag,There is sign of use overall,"There is sign of use overall

Scratches",-,-,AO20961
HERMES BIRKIN 35 Hand Bag Brown Brown Vibrato,/collections/hermes/products/ao20810,"980,000",□K=2007,"W 13.4 x H 10.2 x D 7.1 ""

Handle Drop. 3.9 ""","Brown, Orange, etc./ Vache Natural, Vibrato","Cover of Key, Keys*2, Padlock, Dust Bag, Manual","Good condition

Minor Scratches",Good condition,-,,AO20810
HERMES BIRKIN 35 Hand Bag Brown Veau Greine,/collections/hermes/products/ao20808,"698,000", □K=2007," W 13.4 x H 10.2 x D 7.1 ""  Handle Drop. 3.9 """, Dark Brown/ Veau Greine," Cover of Key, Keys*2(No Padlock)", Good condition, Good condition, -,, AO20808
HERMES HERBAG TPM 2 in 1 Shoulder Bag Toile GM,/collections/hermes/products/ao20805,"128,000", □H=2004," W 6.1 x H 7.9 x D 2.8 ""  Shoulder Drop. 22.0 """," Beige, Black/ Toile Officier, Toile GM, Leather"," Spare Bag, Dust Bag"," There is sign of use overall  Scratches, Dirt", Good condition  Stopper: Missing, -,, AO20805
HERMES KELLY SPORT MM Shoulder Bag Ostrich Orange,/collections/hermes/products/ao20724,"798,000",□E=2001,"W 9.4 x H 11.4 x D 4.3 ""

Strap Drop. 15.0 - 16.1 """,Orange/ Ostrich Leather,Dust Bag,Excellent Condition,Excellent Condition,-,,AO20724
HERMES POCHETTE RIO Clutch Hand Bag Purse Black Doblis,/collections/hermes/products/ao20466,"168,000",Square: F ; Production in 2002,"W 9.4 x H 6.7 x D 0.4 ""","Black
/
Doblis",Dust Bag,AO20466,There is sign of use overall.,There is sign of use overall.,-,AO20466
HERMES Clutch Bag Silver,/collections/hermes/products/ao20343,"98,000",Unclear due to deterioration,"W 10.2 x H 5.5 x D 0.2 """,Silver/ Leather,"Dust Bag, Box",Good condition,"Good condition

Discoloration",-,-,AO20343
HERMES Garden Party Hand Tote Bag Camel,/collections/hermes/products/ao20311,"98,000",-,"W 14.2 x H 10.6 x D 6.7 ""

Handle Drop. 5.5 ""","Camel, Vermilion, Navy/ 100% Wool, Leather",-,Excellent condition,Excellent condition,-,-,AO20311
HERMES KELLY 32 SELLIER 2way Hand Bag Black Box Calf,/collections/hermes/products/ao20233,"598,000",-,"W 12.6 x H 9.4 x D 4.3 ""

Handle Drop. 3.5 ""

Strap Drop. 15.0 """,Black/ Box Calf,"Cover of Key, Keys*2(No Padlock), Shoulder Strap","There is sign of use overall

Scratches, Crack","There is sign of use overall

Scratches",-,-,AO20233
HERMES KELLY 35 Sellier 2way Hand Bag Black Ardennes,/collections/hermes/products/ao20089,"970,000",□B=1998,"W 13.8 x H 9.8 x D 5.1 ""

Handle Drop. 3.9 ""

Shoulder Drop. 17.7 """,Black/ Vachette Grainee Des Ardennes,"Manual, Shoulder Strap, Cover of Keys, Keys*2, Padlock, Dust Bag",Good condition,Good condition,-,-,AO20089
HERMES HERBAG Cabas PM 2 in 1 Shoulder Tote Bag Orange Toile Officier,/collections/hermes/products/ao19859,"168,000", □H=2004," W 13.0 x H 8.3 x D 5.5 ""  Strap Drop. 9.8 """," Orange/ Toile Officier, Leather"," Spare Bag, Stopper, Box", Good condition, Good condition, -, -, AO19859
HERMES KELLY 40 RETOURNE Hand Bag Orange Togo,/collections/hermes/products/ao19858,"798,000",□E=2001,"W 15.7 x H 11.0 x D 5.9 ""

Handle Drop. 3.9 """,Orange/ Veau Crispe Togo,"Cover of Key, Keys*2, Padlock, Dust Bag",Excellent condition,Excellent condition,-,-,AO19858
HERMES KELLY 32 SELLIER 2way Hand Bag BK Vachette Grainee Ardennes,/collections/hermes/products/ao19189,"980,000",Square: C ;Production in 1999,"W 12.6 x H 9.4 x D 4.3 ""

Handle Drop. 3.5 ""

Strap Drop. 17.3 ""","Black
/
Vachette Grainee Ardennes","Cover of Key, Keys*2, Padlock, Dust Bag*2, Shoulder Strap, Box",AO19189,Excellent condition,Good condition,-,AO19189
HERMES EVELYNE 2 TGM Shoulder Bag Gray Taurillon Clemence,/collections/hermes/products/ao19187,"348,000",Square: I ;Production in 2005,"W 15.4 x H 14.6 x D 3.5 ""

Strap Drop. 20.5 ""","Gray
/
Taurillon Clamence",Box,AO19187,Good condition,Good condition,-,AO19187
HERMES JIGE PM H Logos Clutch Bag Black Box Calf,/collections/hermes/products/ao19123,"168,000",◯I=1979,"W 11.4 x H 7.9 x D 1.2 """,Black/ Box Calf,Dust Bag,"Good condition

Scratches",Good condition,-,-,AO19123
HERMES SHERPA GM ROCABAR Backpack Bag,/collections/hermes/products/ao19059,"128,000",couldn't found.,"W 11.0 x H 14.6 x D 5.5 ""

Strap total length. 24.8 ""","Navy, Orange, Yellow
/
Wool, Leather",-,AO19059,There is sign of use overall.,There is sign of use overall.,-,AO19059
HERMES EVELYNE PM Shoulder Bag Pink Veau Epsom,/collections/hermes/products/ao19055,"348,000",Square : R ;Production in 2014,"W 11.0 x H 11.0 x D 3.5 ""

Strap Drop. 16.9 - 19.7 ""","Pink
/
Veau Epsom",-,AO19055,Excellent condition,Good condition,-,AO19055
HERMES MARKET PM Drawstring Shoulder Bag Navy Veau Greine Couchevel,/collections/hermes/products/ao19003,"128,000",Unclear due to deterioration.,"W 10.6 x H 11.2 x D 6.3 ""

Strap Drop. 9.4 - 17.3 ""","Navy
/
Veau Greine Couchevel",Box,AO19003,"There is minor sign of used overall.

There is stain.",Good condition,-,AO19003
HERMES BOLIDE 35 2way Hand Bag Brown Ostrich,/collections/hermes/products/ao19001,"658,000",Square: J ; Production in 2006,"W 13.8 x H 10.6 x D 5.5 ""

Handle Drop. 3.9 ""

Strap Drop. 16.5 ""","Brown
/
Ostrich","Cover of Key, Keys*2, Padlock, Shoulder Strap, Dust Bag, Rain Cover, Box",AO19001,Excellent condition,Good condition,-,AO19001
HERMES SAC STEEPLE Hand Tote Bag Blue Toile GM,/collections/hermes/products/ao18996,"328,000",Square: P ;Production in 2012,"W 12.2 x H 12.4 x D 12.0 ""

Handle Drop. 6.3 ""","Blue, Brown, etc
/
Toile GM, Leather",Manual,AO18996,There is sign of use overall.,Good condition,-,AO18996
HERMES Sac A Depeche 38 Briefcase Hand Bag Brown Traurillon Clemence,/collections/hermes/products/ao18995,"298,000",Square: N ; Production in 2010,"W 15.0 × H 11.4 × D 4.7 ""

Handle Drop. 2.0 ""","Brown
/
Traurillon Clemence","Keys*2, Cover of Key(Strap: peeeld), Dust Bag",AO18995,There is sign of use overall.,There is sign of use overall.,-,AO18995
HERMES KELLY 32 SELLIER 2way Hand Bag Tri-color Box Calf,/collections/hermes/products/ao18993,"498,000",Circle: U ; Production in 1991,"W 13.0 "" x H 9.4 "" x D 4.7 ""

Handle Drop. 3.5 ""

Strap Drop. 17.3 ""","Red, Bordeaux, Brown
/
Box Calf","Shoulder Strap, Cover of Key, Keys*2(No Padlock), Dust Bag",AO18993,"There is sign of use overall.

There is scratches.","There is sign of use overall.

There is scratches and dirt.",-,AO18993
HERMES Aline GM Shoulder Bag Ivory,/collections/hermes/products/ao18986,"148,000",-,"W 13.4 x H 18.1 x D 0.4 ""

Strap Drop. 13.0 ""","Ivory, Red
/
100% Cotton, Leather",-,AO18986,Good condition,Good condition,-,AO18986
HERMES BIRKIN 40 Hand Bag Brown Veau Epsom,/collections/hermes/products/ao18909,"970,000",Square : J ; Production in 2006,"W 15.7 x H 11.8 x D 7.5 ""

Handle Drop. 3.5 ""","Brown
/
Veau Epsom","Cover of Key, Key*1, Padlock, Rain Cover, Manual, Dust Bag, Box",AO18909,"Good condition

There is peeled.(Piping)",Good condition,-,AO18909
HERMES Sac A Depeche 38 Briefcase Hand Bag Black Togo,/collections/hermes/products/ao18606,"368,000",□H=2004,"W 15.0 × H 11.4 × D 3.1 ""

Handle Drop. 2.0 """,Black/ Veau Crispe Togo,"Keys*2, Cover of Key, Dust Bag","Good condition

Dirt",Good condition,-,-,AO18606
HERMES PIANO Hand Bag Black Crocodile,/collections/hermes/products/ao18463,"898,000",Square: B ; Production in 1998,"W 10.0 x H 6.4 x D 2.8 ""

Handle Drop. 4.7 ""","Black
/
Crocodile Leather","Dust Bag, Mirror",Good condition,"There is minor sign of used overall.

There is scratches.",-,-,AO18463
HERMES HERBAG Ado PM 2 in 1 Backpack Bag Orange Red,/collections/hermes/products/ao18409,"268,000", Square: H ; Production in 2004," W 11.4 x H 10.2 or 14.6 x D 3.9 ""  Handle Drop. 1.8 ""  Strap Total Length. 25.2 """," Orange, Red/ Toile Officier, Leather"," Dust Bag, Spear Bag, Inside fastener", Excellent condition, Excellent condition, -, -, AO18409
HERMES Aline PM Shoulder Bag Blue,/collections/hermes/products/ao18407,"128,000",-,"W 8.7 x H 11.0 x D 0.2 ""

Strap Drop. 13.0 ""","Blue/ 100% Cotton, Leather",-,Excellent condition,Excellent condition,-,-,AO18407
HERMES TROUSSE PALMYRE MINI Pouch Orange,/collections/hermes/products/ao18345,"49,800",-,"W 3.9 x H 4.7 x D 3.5 ""","Orange, Red, Yellow
/
64% Silk, 36% Cotton",-,Excellent condition,Excellent condition,-,-,AO18345
HERMES BOLIDE 35 2way Hand Bag Red Vachette Grainee Ardennes,/collections/hermes/products/ao18311,"298,000",Circle : Z ;Production in 1996,"W 13.8 x H 10.6 x D 5.5 ""

Handle Drop. 3.9 ""

Strap Drop. 16.5 """,Red/ Vachette Grainee Ardennes,"Cover of Key, Keys*2, Padlock, Dust Bag",Good condition,"There is sign of use overall

Scratches",-,-,AO18311
HERMES Piano Motif Shoulder Bag Black Box Calf,/collections/hermes/products/ao18310,"298,000",Circle: W ; Production in 1993,"W 6.1 x H 5.9 x D 0.8 ""

Strap Drop. 18.1 """,Black/ Box Calf,"Dust Bag, Box",Good condition,"Good condition

Scratches",-,-,AO18310
HERMES BAND NEON Octagonal 2way Hand Bag Tri-Color,/collections/hermes/products/ao17992,"298,000",-,"W 7.7 x H 7.7 x D 3.9 ""

Handle Drop. 1.2 ""

Strap Drop. 20.1 ""","Blue, Black, Green
/
Veau Greine Couchevel, Vachette Grainee Ardennes, Box Calf",Shoulder Strap,Good condition,There is sign of use overall.,-,-,AO17992
HERMES KELLY 32 RETOURNE 2way Hand Bag Orange Veau Crispe Togo,/collections/hermes/products/ao17988,"980,000",Square : I ; Production in 2005,"W 12.6 x H 9.1 x D 4.7 ""

Handle Drop. 3.3 ""

Strap Drop. 16.9 ""","Orange
/
Veau Crispe Togo","Cover of Key(Strap: peeled), Keys*2, Padlock, Shoulder Strap, Rain Cover, Dust Bag, Box",Excellent condition,Excellent condition,-,-,AO17988
HERMES BOLIDE RELAX 45 Hand Bag Toile De Camp Veau Ever Color,/collections/hermes/products/ao17781,"598,000",A ; Production in 2017,"W 17.7 x H 13.8 x D 9.8 ""

Handle Drop. 5.1 ""","Ficelle, Lime
/
Toile De Camp, Veau Ever Color","Cover of Key, Keys*2, Padlock, Dust Bag",There is minor sign of use overall.,There is minor sign of use overall.,-,-,AO17781
HERMES Cross Body Shoulder Bag Beige,/collections/hermes/products/ao17779,"298,000",couldn't found.,"W 9.3 x H 5.5 x D 1.8 ""

Strap Drop. 17.7 ""","Beige
/
Lizard Skin",-,There is sign of used overall.,There is sign of used overall.,-,-,AO17779
HERMES MUSEAU Shoulder Tote Bag Amazonia Negonda,/collections/hermes/products/ao17778,"98,000",couldn't found.,"W 12.6 x H 9.4 x D 6.7 ""

Strap Drop. 11.0 ""","Dark Brown
/
Amazonia Leather, Veau Negonda",Dust Bag,There is sign of use overall.,Good condition,-,-,AO17778
HERMES SAC DE PANSAGE Shoulder Bag Ivory,/collections/hermes/products/ao17777,"298,000",Square: Q ;Production in 2013,"W 9.1 x H 9.4 x D 8.7 ""

Strap Drop. 18.1 ""","Ivory, Brown
/
100% Cotton, Leather","Dust Bag, Box",Excellent condition,Excellent condition,-,-,AO17777
HERMES SAC A MALICE Palm Tree Shoulder Bag Pochette Box Calf,/collections/hermes/products/ao17775,"298,000",Circle: T ;Production in 1990,"W 9.4 x H 5.5 x D 3.5 ""

Strap Drop. 16.9 ""","Blue, Green
/
Box Calf, Lizard Skin",-,"There is minor sign of use overall.

Box calf: There is scratches.",There is sign of use overall.,-,-,AO17775
