prname,page2,price,authnumber,sizeInch,color_material,accessories,outside_condition,inside_condition,other,smell,product_nr
CHANEL Quilted CC Chain Shoulder Bag BK Caviar Skin Leather,/collections/chanel/products/ao00006,"298,000",AO00006,3067681,"W 28.5 x H 22.0 x D 7.0 cm

Shoulder Drop. 46.0 cm","Authenticity Seal, Authenticity Card, Dust Bag, Box","There is a Scuff, good condition","There is a Wrinkle, Dirt",-,Nothing in particular.,"Outside: Pocket*1

Inside: Pocket*1, Zipper Pocket*1"
CHANEL Quilted Chain 2way Hand Bag Beige,/collections/chanel/products/ao23462,"328,000",1210147,"W 7.7 x H 5.9 x D 2.2 ""

Handle Drop. 1.2 ""

Strap Drop. 20.9 """,Beige/ Leather,"Authenticity Seal, Authenticity Card, Shoulder Strap",Good Condition,Good Condition,-,-,AO23462
CHANEL Quilted Chain Belt Attachment Pouch Black,/collections/chanel/products/ao23074,"228,000",-,"W 3.5 x H 3.1 x D 1.6 ""

Strap Drop : 3.5 """,Black/ Leather,Box,Good Condition,"There is sign of use overall

Edge: Minor torn",-,-,AO23074
CHANEL Quilted Cosmetic Vanity Hand Bag Black,/collections/chanel/products/ao21157,"98,000",4268626,"W 5.9 x H 6.7 x D 4.7 ""

Handle Drop. 1.2 """,Black/ Leather,"Authenticity Seal, Dust Bag, Box","Excellent Condition

Scratches",Excellent Condition,-,-,AO21157
CHANEL Mademoiselle Classic Flap Mini Square Shoulder Bag Red Caviar,/collections/chanel/products/ao11085,"698,000",2838869,"W 6.7 x H 5.5 x D 2.4 ""
Strap Drop. 20.1 ""","Red
/ Caviar Skin Leather",Authenticity Seal,"Though there is a little feeling of used, good condition.","Though there is a little feeling of used, good condition.",-,-,AO11085
CHANEL Quilted Fringe Chain Shoulder Bag Black,/collections/chanel/products/ao09352,"298,000",2560690,"W 10.6 x H 7.9 x D 2.8 ""

Shoulder Drop. 19.7 ""","Black
/ Caviar Skin",Authenticity Seal,"There is sign of used overall.

Leather part of strap has torn.","Though there is a little feeling of used and minor dirt, good condition.",-,Smell of perfume.,AO09352
CHANEL Quilted Classic Flap Mini Square Shoulder Bag Black,/collections/chanel/products/ao09349,"348,000",2252498,"W 6.9 x H 5.3 x D 2.4 ""

Strap Drop. 20.9 ""","Black
/ Leather",Authenticity Seal,"Though there is a little feeling of used, good condition.","Though there is a little feeling of used and mold stain, good condition.",-,-,AO09349
CHANEL Quilted Classic Flap Maxi Shoulder Bag Leather Bronze,/collections/chanel/products/ao00008,"368,000",AO00008,2422036,"W 33.0 x H 22.0 x D 9.5 cm

Shoulder Drop. (Double) 33.0 cm

Shoulder Drop. (Single) 63.0 cm","Shop Seal, Authenticity Seal, Dust Bag, Box",There is a Scuff,"There is a Scuff, Wrinkle",-,There is a Little smell of material.,"Outside: Pocket*1

Inside: Pocket*1, Zipper Pocket*1"
CHANEL CC Logos Mini Multi Pouch Pink Caviar Skin,/collections/chanel/products/ao25235,"49,800",-,W 12.0 × H 7.5 × D 3.0 cm,Shop seal,AO25235,Shop seal,AO25235,Excellent condition,Excellent condition,Excellent condition
CHANEL Cosmos Line Quilted CC Cosmetic Hand Bag Black,/collections/chanel/products/ao25207,"79,800",3930071,"W 7.9 x H 4.3 x D 5.5 ""

Handle Drop. 1.2 ""","Black
/
Leather","Authenticity Seal, Authenticity Card","Good condition

Scratch","Good condition

Dirt",-,-,AO25207
CHANEL Quilted CC Chain Shoulder Tote Bag Black Caviar,/collections/chanel/products/ao25205,"168,000",3773246,"W 10.6 x H 7.5 x D 4.3 ""

Shoulder Drop. 8.7 ""","Black
/
Caviar Skin Leather","Authenticity Seal, Authenticity Card","Good condition

Side button: crack",Good condition,-,-,AO25205
CHANEL Quilted CC Single Chain Mini Shoulder Bag Silver,/collections/chanel/products/ao25204,"398,000",1445951,"W 5.5 x H 4.1 x D 1.2 ""

Strap Drop. 20.9 ""","Silver
/
Leather",Authenticity Seal,"Good condition

Scratch","Good condition

Scratch",-,-,AO25204
CHANEL Quilted CC Cross Body Shoulder Bag Gold,/collections/chanel/products/ao25203,"248,000",2319825,"W 6.3 x H 4.9 x D 2.4 ""

Strap Drop. 19.7 ""","Gold
/
Leather","Authenticity Seal, Authenticity Card, Dust Bag",Good condition,"Good condition

minor pen mark",Pocket has pen mark,-,AO25203
CHANEL Quilted CC Single Chain Shoulder Bag Bronze,/collections/chanel/products/ao25201,"268,000",1622695,"W 8.5 x H 6.1 x D 2.8 ""

Shoulder Drop. 20.1 ""","Bronze
/
Leather",Authenticity Seal,Good condition,Good condition,-,-,AO25201
CHANEL Plastic Chain Shoulder Bag Brown,/collections/chanel/products/ao25280,"168,000",5115869,"W 10.6 x H 9.1 x D 3.1 ""

Strap Drop. 11.4 ""","Brown
/
Leather, Plastic","Authenticity Seal, Authenticity Card, Manual, Shop Seal, Dust Bag",Good condition,Good condition,-,-,AO25280
CHANEL Single Chain Shoulder Bag Gold,/collections/chanel/products/ao25279,"598,000",7027102,"W 7.1 x H 4.7 x D 2.2 ""

Shoulder Drop. 20.9 ""","Gold
/
Leather","Authenticity Seal, Authenticity Card, Manual, Shop Seal, Dust Bag, Box",Good condition,"Good condition

minor scratches",-,-,AO25279
CHANEL Fringe Single Chain Shoulder Bag Beige Caviar,/collections/chanel/products/ao25278,"328,000",2445254,"W 10.6 x H 7.9 x D 2.8 ""

Shoulder Drop. 19.7 ""","Beige
/
Caviar Skin Leather","Authenticity Seal, Shop Seal, Dust Bag",Good condition,Good condition,Pocket has many stains.(Outside),-,AO25278
CHANEL Double Chain Shoulder Bag Black,/collections/chanel/products/ao25270,"328,000",4105634,"W 9.8 x H 6.7 x D 2.4 ""

Strap Drop.(Single) 16.1 ""

Strap Drop.(Double) 9.1 ""","Black
/
Leather","Authenticity Seal, Authenticity Card",Good condition,Good condition,-,-,AO25270
CHANEL Single Chain Shoulder Bag Black,/collections/chanel/products/ao25267,"268,000",3383701,"W 9.8 x H 8.3 x D 3.5 ""

Strap Drop. 18.1 ""","Black
/
Patent Leather","Authenticity Seal, Authenticity Card, Manual, Dust Bag",Good condition,Good condition,-,-,AO25267
CHANEL Waist Bum Bag Brown Caviar Skin,/collections/chanel/products/ao25264,"298,000",3487781,"W 5.5 x H 6.3 x D 1.6 ""

Belt Size. 27.6 - 29.9 ""

#30/75","Brown
/
Caviar Skin Leather","Authenticity Seal, Authenticity Card, Manual, Dust Bag","There is sign of use overall.

Cushioning material between leather and leather has been shattered because of deterioration.",Good condition,-,-,AO25264
CHANEL Chain Shoulder Tote Bag Indigo Denim,/collections/chanel/products/ao25262,"348,000",5257003,"W 8.7 x H 9.4 x D 3.5 ""

Shoulder Drop. 9.1 ""","Indigo
/
Denim",Authenticity Seal,There is sign of use overall.,"There is sign of use overall.

scratches",-,-,AO25262
CHANEL Wild Stitches Chain Hand Bag Black,/collections/chanel/products/ao25261,"248,000",Unclear due to deterioration.,"W 9.4 x H 5.9 x D 4.7 ""

Handle Drop. 5.9 ""","Black
/
Leather",Authenticity Seal,Good condition,Good condition,-,-,AO25261
CHANEL Cosmetic Vanity Hand Bag Bordeaux Caviar Skin,/collections/chanel/products/ao25259,"89,800",3893875,"W 7.9 x H 4.3 x D 5.5 ""

Handle Drop. 1.2 ""","Bordeaux
/
Caviar Skin Leather","Authenticity Seal, Authenticity Card, Shop Seal, Dust Bag",Good condition,"Good condition

Pocket side: torn",-,-,AO25259
CHANEL Hand Bag Black Velvet,/collections/chanel/products/ao25257,"268,000",4993913,"W 6.3 x H 5.5 x D 2.8 ""

Shoulder Drop. 2.8 ""","Black
/
Velvet","Authenticity Seal, Authenticity Card, Shop Seal, Dust Bag",Excellent condition,"Good condition

scratches",-,-,AO25257
CHANEL Chain Hand Bag Black Velvet,/collections/chanel/products/ao25256,"228,000",7615028,"W 8.7 x H 5.1 x D 2.0 ""

Handle Drop. 5.5 ""","Black
/
Velvet","Authenticity Seal, Manual, Shop Seal, Dust Bag, Box",Good condition,Good condition,-,-,AO25256
CHANEL Quilted Fringe CC Single Chain Shoulder Bag Black,/collections/chanel/products/ao25167,"348,000",2935110,"W 7.1 x H 5.1 x D 3.1 ""

Strap Drop. 20.9 ""","Black
/
Leather","Authenticity Seal, Dust Bag",Good condition,Good condition,-,-,AO25167
CHANEL Classic Flap Maxi Chain Shoulder Bag Black,/collections/chanel/products/ao25165,"398,000",2535998,"W 13.2 x H 9.1 x D 3.9 ""

Strap Drop.(Single) 23.6 ""

Strap Drop.(Double) 12.6 ""","Black
/
Leather","Authenticity Seal, Authenticity Card, Manual, Dust Bag",Good condition,Good condition,-,-,AO25165
CHANEL Classic Double Flap Medium Chain Shoulder Bag Beige,/collections/chanel/products/ao25164,"348,000",12173108,"W 9.8 x H 6.3 x D 2.6 ""

Strap Drop.(Single) 16.1 ""

Strap Drop.(Double) 9.1 ""","Beige
/
Leather","Authenticity Seal, Authenticity Seal, Manual, Dust Bag, Box",Good condition,"Good condition

scratches",-,-,AO25164
CHANEL Classic Flap Jumbo Chain Shoulder Bag Black Caviar Skin,/collections/chanel/products/ao25162,"498,000",6710331,"W 11.8 x H 8.7 x D 3.1 ""

Strap Drop.(Single) 24.0 ""

Strap Drop.(Double) 12.6 ""","Black
/
Caviar Skin Leather","Authenticity Seal, Authenticity Card, Manual, Shop Seal, Dust Bag",Excellent condition,Good condition,-,-,AO25162
CHANEL Wild Stitch Hand Tote Bag Black,/collections/chanel/products/ao25160,"198,000",7417328,"W 9.4 x H 9.4 x D 2.8 ""

Handle Drop. 5.1 ""","Black
/
Leather","Authenticity Seal, Authenticity Card","Good condition

Wrinkle",Good condition,-,-,AO25160
CHANEL Choco Bar Quilted CC Double Chain Shoulder Bag Black,/collections/chanel/products/ao25043,"228,000",7750017,"W 11.8 x H 7.5 x D 2.4 ""

Strap Drop.(Single) 15.7 ""

Strap Drop.(Double) 8.7 ""","Black
/
Nylon","Authenticity Seal, Authenticity Card, Dust Bag, Box",Excellent condition,Excellent condition,-,-,AO25043
CHANEL CC Logos Hand Bag Black Suede,/collections/chanel/products/ao25037,"128,000",5254127,"W 7.9 x H 6.9 x D 3.3 ""

Handle Drop. 5.3 ""","Black
/
Suede, Leather","Authenticity Seal, Authenticity Card, Manual, Shop Seal, Dust Bag","There is sign of use overall.

scuff",Good condition,-,-,AO25037
CHANEL CC Logos Hand Bag Pink Crocodile,/collections/chanel/products/ao25034,"598,000",9436807,"W 11.2 x H 7.5 x D 4.3 ""

Handle Drop. 6.3 ""","Pink
/
Crocodile Leather","Authenticity Seal, Dust Bag, Removable Pouch","Good condition

Scuff",Good condition,Pocket corner has scuff,-,AO25034
CHANEL Quilted CC Single Chain Shoulder Bag Beige,/collections/chanel/products/ao24979,"268,000",0485457,"W 6.7 x H 5.1 x D 1.6 ""

Strap Drop. 20.1 ""","Beige
/
Leather","Authenticity Seal, Authenticity Card, Dust Bag",Good condition,Good condition,-,-,AO24979
CHANEL Quilted CC Chain Mini Shoulder Necklace Pochette Pouch Red,/collections/chanel/products/ao24989,"59,800",-,"W 3.1 x H 3.3 x D 0.4 ""

Strap Drop. 7.1 or 14.2 ""","Red
/
Cotton",Box,Good condition,"There is sign of use overall.

Sticky",-,-,AO24989
CHANEL Travel Line CC Chain Shoulder Bag Yellow,/collections/chanel/products/ao24980,"248,000",7143606,"W 9.8 x H 6.3 x D 2.4 ""

Strap Drop.(Single) 17.7 ""

Strap Drop.(Double) 9.4 ""","Yellow
/
Jacquard Nylon, Leather","Authenticity Seal, Authenticity Card, Dust Bag, Box",Good condition,Good condition,-,-,AO24980
CHANEL Quilted CC Chain Vanity Round Hand Bag Beige,/collections/chanel/products/ao24926,"898,000",3348282,"W 8.3 x H 8.3 x D 2.8 ""

Handle Drop. 2.8 ""","Beige, Black
/
Patent Leather","Authenticity Seal, Authenticity Card, Manual",AO24926,Good condition,Good condition,-,AO24926
CHANEL Wild Stitch Quilted CC Chain Shoulder Bag Charcoal Gray Wool,/collections/chanel/products/ao24947,"228,000",Unclear due to deterioration.,"W 11.8 x H 7.5 x D 4.3 ""

Strap Drop. 10.2 ""","Charcoal Gray
/
Wool","Authenticity Seal, Shop Seal, Dust Bag",AO24947,Excellent condition,"Good condition

Zipper top: rust",-,AO24947
CHANEL Medallion Quilted CC 2way Chain Waist Bum Bag Black Velvet,/collections/chanel/products/ao24950,"598,000",3485146,"W 7.5 x H 4.7 x D 1.2 ""

Belt total length. 25.2 - 28.0 "" # 28/70

Chain Belt total length. 32.3 ""","Black
/
Velvet, Leather","Authenticity Seal, Authenticity Card, Shop Seal, Spare Belt, Dust Bag, Box",AO24950,Good condition,"Good condition

Scratch",-,AO24950
CHANEL Quilted CC Chain Backpack Bag Dark Brown Velvet,/collections/chanel/products/ao24949,"598,000",3735136,"W 10.2 "" x H 6.3 "" x D 2.8 ""

Strap total length. 32.3 ""","Dark Brown
/
Velvet, Leather","Authenticity Seal, Authenticity Card",AO24949,"There is sign of use overall.

Velvet: scuff and minor peeled",Good condition,-,AO24949
CHANEL Quilted Rhinestone CC Chain Shoulder Bag Black Satin,/collections/chanel/products/ao24946,"198,000",0456371,"W 8.3 x H 6.7 x D 2.2 ""

Shoulder Drop. 14.2 ""","Black
/
Satin","Authenticity Seal, Authenticity Card, Shop Seal",AO24946,"Good condition

Metal fittings: rust","Good condition

Metal fittings: rust",-,AO24946
CHANEL Quilted CC Chain Mini Shoulder Bag Pochette Black,/collections/chanel/products/ao24945,"328,000",Unclear due to deterioration.,"W 2.8 x H 2.6 x D 1.0 ""

Strap Drop. 18.9 ""","Black
/
Leather",Authenticity Seal,AO24945,"Good condition

minor loose shape.

Chain: minor rust",Good condition,-,AO24945
CHANEL Quilted CC Single Mini Chain Shoulder Bag Bi-Color,/collections/chanel/products/ao24944,"248,000",-,"W 5.5 x H 3.9 x D 1.6 ""

Strap Drop. 21.3 ""","Black, Beige
/
Leather","Shop Seal, Dust Bag, Box",AO24944,Good condition,Good condition,-,AO24944
CHANEL Mademoiselle CC Double Shoulder Bag Bi-Color,/collections/chanel/products/ao24943,"198,000",2964100,"W 9.8 x H 6.7 x D 2.8 ""

Strap Drop. 12.6 - 24.8 ""","Beige, Black
/
Leather","Authenticity Seal, Shop Seal",Good condition,Good condition,Pocket side has crack,-,AO24943
CHANEL Quilted Fringe Single Chain Shoulder Bag Black Caviar,/collections/chanel/products/ao24942,"328,000",2560686,"W 10.6 x H 7.9 x D 2.8 ""

Shoulder Drop. 19.7 ""","Black
/
Caviar Skin Leather","Authenticity Seal, Authenticity Card, Dust Bag, Box",AO24942,Excellent condition,Good condition,-,AO24942
CHANEL CC Chain Shoulder Bag Pochette Case Bordeaux Caviar Skin,/collections/chanel/products/ao24941,"168,000",369 Unclear due to deterioration.,"W 2.8 × H 5.1 × D 1.2 ""

Shoulder Drop. 24.4 ""","Bordeaux
/
Caviar Skin Leather","Authenticity Seal(Scuff), Box",AO24941,Good condition,Good condition,-,AO24941
CHANEL Travel Line CC Chain Shoulder Bag Black Jacquard Nylon,/collections/chanel/products/ao24940,"198,000",7256827,"W 10.2 x H 5.1 x D 1.6 ""

Strap Drop. 11.4 ""","Black
/
Jacquard Nylon, Leather","Authenticity Seal, Shop Seal",AO24940,Excellent condition,Excellent condition,-,AO24940
CHANEL Paris Limited Classic Double Flap Small Chain Shoulder Bag Beige,/collections/chanel/products/ao24939,"298,000",3810311,"W 8.9 x H 5.9 x D 2.4 ""

Strap Drop.(Single) 16.9 ""

Strap Drop.(Double) 9.1 ""","Beige
/
Leather","Authenticity Seal, Authenticity Card, Manual",AO24939,Good condition,Good condition,-,AO24939
CHANEL Classic Double Flap Medium Chain Shoulder Bag Black,/collections/chanel/products/ao24937,"348,000",9009319,"W 9.8 x H 6.3 x D 2.4 ""

Strap Drop.(Single) 16.1 ""

Strap Drop.(Double) 9.1 ""","Black
/
Cotton, Leather",Authenticity Seal,AO24937,Excellent condition,Good condition,-,AO24937
CHANEL Classic Double Flap Medium Chain Shoulder Bag Black,/collections/chanel/products/ao24936,"298,000",1261228,"W 9.8 x H 6.3 x D 2.4 ""

Strap Drop.(Single) 16.1 ""

Strap Drop.(Double) 9.1 ""","Black
/
Cotton","Authenticity Seal, Authenticity Card",AO24936,Excellent condition,Good condition,-,AO24936
CHANEL Classic Double Flap Small Chain Shoulder Bag Ivory,/collections/chanel/products/ao24935,"328,000",2690594,"W 9.1 x H 5.5 x D 2.8 ""

Strap Drop.(Single) 16.5 ""

Strap Drop.(Double) 8.7 ""","Ivory
/
Canvas","Authenticity Seal, Authenticity Card, Dust Bag",AO24935,Good condition,Good condition,-,AO24935
CHANEL Quilted 2.55 Line Stripe CC Shoulder Bag Black,/collections/chanel/products/ao24934,"228,000",12042737,"W 10.2 x H 4.3 x D 1.6 ""

Strap Drop. 15.0 ""","Black
/
Leather","Authenticity Seal, Authenticity Card, Dust Bag, Box",AO24934,Good condition,Good condition,-,AO24934
CHANEL Quilted CC Double Chain Shoulder Tote Bag Black Satin,/collections/chanel/products/ao24933,"228,000",5953586,"W 10.6 x H 10.4 x D 3.1 ""

Strap Drop.(Single) 20.5 ""/ (Double) 10.6 ""","Black
/
Satin","Authenticity Seal, Authenticity Card, Dust Bag",AO24933,Good condition,Good condition,-,AO24933
CHANEL Quilted CC Double Chain Shoulder Bag Black,/collections/chanel/products/ao24932,"298,000",1379327,"W 10.6 x H 6.7 x D 2.8 ""

Strap Drop.(Single) 15.4 ""

Strap Drop.(Double) 8.7 ""","Black
/
Leather","Authenticity Seal, Authenticity Card, Pouch",Good condition,"There is sign of use overall.

mold stain",Pocket has mold stain,-,AO24932
CHANEL CC Chain Shoulder Bag Beige White Black Tweed,/collections/chanel/products/ao24931,"248,000",7748383,"W 10.2 x H 5.1 x D 1.6 ""

Strap Drop. 11.4 ""","Beige, White, Black
/
Tweed, Leather","Authenticity Seal, Shop Seal",AO24931,Good condition,Good condition,-,AO24931
CHANEL Wild Stitch Choco Bar CC Chain Shoulder Tote Bag Navy,/collections/chanel/products/ao24930,"248,000",7232169,"W 11.8 x H 9.1 x D 3.9 ""

Strap Drop. 10.6 ""","Navy
/
Leather","Authenticity Seal, Authenticity Card, Manual",AO24930,Good condition,Good condition,-,AO24930
CHANEL Quilted Cambon Line CC Hand Tote Bag White,/collections/chanel/products/ao24929,"168,000",8947744 (Bag) / 8943766 (Pouch),"W 5.9 x H 7.9 x D 3.9 ""

Handle Drop. 5.5 ""","White, Black
/
Leather","Authenticity Seal, Authenticity Card, Manual, Shop Seal, Pouch",AO24929,Good condition,"Good condition

Zipper top: rust",-,AO24929
CHANEL Quilted Cambon Line CC Hand Tote Bag Black,/collections/chanel/products/ao24928,"168,000",9826669,"W 12.6 x H 13.4 x D 0.8 ""

Handle Drop. 5.1 ""","Black, White
/
Leather","Authenticity Seal, Shop Seal, Dust Bag",AO24928,"Good condition

Metal fittings: rust","Good condition

dirt

Metal fittings: peeled and minor deformation",-,AO24928
CHANEL Quilted Cambon Line CC Hand Tote Bag Black,/collections/chanel/products/ao24927,"198,000",9553768,"W 5.9 x H 7.9 x D 3.9 ""

Handle Drop. 6.7 ""","Black, White
/
Leather",Authenticity Seal,AO24927,Good condition,Good condition,-,AO24927
CHANEL CC 2way Cosmetic Vanity Hand Bag Black Caviar Skin,/collections/chanel/products/ao24925,"328,000",4272757,"W 7.5 x H 5.9 x D 3.9 ""

Handle Drop. 1.6 ""

Strap Drop. 20.9 ""","Black
/
Caviar Skin Leather","Authenticity Seal, Authenticity Card, Shoulder Strap, Roll Pouch",AO24925,"Good condition

Wrinkle","Good condition

minor scuff",-,AO24925
CHANEL CC Both Side Turn lock Hand Bag Black Velvet Satin,/collections/chanel/products/ao24923,"268,000",5145552,"W 7.9 x H 6.7 x D 3.5 ""

Shoulder Drop. 6.3 ""","Black
/
Velvet, Satin","Authenticity Seal, Authenticity Card, Shop Seal, Dust Bag",AO24923,Excellent condition,Excellent condition,-,AO24923
CHANEL Quilted 2.55 Line CC Hand Bag Black Cotton,/collections/chanel/products/ao24922,"168,000",3582891,"W 9.1 x H 5.9 x D 2.8 ""

Handle Drop. 4.7 ""","Black
/
Cotton, Leather",Authenticity Seal,AO24922,Good condition,Good condition,-,AO24922
CHANEL Full Flap Quilted CC Chain Shoulder Bag Beige,/collections/chanel/products/ao24891,"298,000",1692050,"W 9.3 x H 5.7 x D 2.4 ""

Strap Drop. 20.5 ""","Beige
/
Leather","Authenticity Seal, Authenticity Card, Manual, Shop Seal, Dust Bag, Box",AO24891,Good condition,Good condition,-,AO24891
CHANEL Quilted CC Single Chain Shoulder Bag Beige,/collections/chanel/products/ao24893,"328,000",1579933,"W 6.7 "" x H 5.3 "" x D 2.4 ""

Strap Drop. 20.9 ""","Beige
/
Leather","Authenticity Seal, Authenticity Card, Dust Bag, Box",AO24893,Good condition,Good condition,-,AO24893
CHANEL Full Flap Quilted CC Single Chain Shoulder Bag Red,/collections/chanel/products/ao24892,"228,000",1287439,"W 7.5 x H 4.3 x D 2.4 ""

Strap Drop. 20.5 ""","Red
/
Leather","Authenticity Seal, Shop Seal, Dust Bag, Box",AO24892,"There is sign of use overall.

scratches and dirt","There is sign of use overall.

scratches",-,AO24892
CHANEL Quilted CC Double Chain Shoulder Bag Black Caviar,/collections/chanel/products/ao24889,"348,000",6096095,"W 9.4 x H 7.5 x D 3.5 ""

Strap Drop.(Single) 16.5 ""

Strap Drop.(Double) 9.1 ""","Black
/
Caviar Skin Leather","Authenticity Seal, Authenticity Card, Dust Bag",AO24889,"Good condition

scratches and wrinkle",Good condition,-,AO24889
CHANEL Quilted CC Chain Shoulder Tote Bag Black Caviar Skin,/collections/chanel/products/ao24887,"248,000",4394943,"W 11.0 x H 8.3 x D 3.1 ""

Strap Drop. 13.8 ""","Black
/
Caviar Skin Leather","Authenticity Seal, Dust Bag, Box",AO24887,Good condition,Good condition,-,AO24887
CHANEL Sport Line CC Pouch Bag Navy,/collections/chanel/products/ao24886,"49,800",-,"W 4.7 x H 4.7 x D 1.8 ""","Navy, White
/
Canvas",-,AO24886,Good condition,Good condition,-,AO24886
CHANEL CC Cosmetic Vanity Hand Bag Pouch Red Caviar Skin,/collections/chanel/products/ao24775,"89,800",5069789,"W 7.9 "" x H 5.5 "" x D 3.1 ""","Red
/
Caviar Skin Leather",Authenticity Seal,AO24775,Good condition,Good condition,-,AO24775
CHANEL Quilted CC Briefcase Business Hand Bag Black Caviar,/collections/chanel/products/ao24773,"348,000",3544430,"W 15.0 × H 11.0 × D 2.0 ""

Handle Drop. 2.0 ""","Black
/
Caviar Skin Leather","Authenticity Seal, Authenticity Card, Manual, Dust Bag",AO24773,Good condition,"Good condition

scratches and mold stain.

Turn lock bis: rust",mold,AO24773
CHANEL Quilted CC Chain Mini Shoulder Bag Pochette Black,/collections/chanel/products/ao24772,"328,000",Unclear due to deterioration.,"W 2.8 x H 2.6 x D 1.0 ""

Strap Drop. 18.9 ""","Black
/
Leather","Authenticity Seal, Box",AO24772,Good condition,Good condition,-,AO24772
CHANEL Classic Double Flap Small Paris Limited Chain Shoulder Bag Black,/collections/chanel/products/ao24770,"368,000",2743805,"W 8.3 x H 5.9 x D 2.4 ""

Strap Drop.(Single) 19.3 ""

Strap Drop.(Double) 10.2 ""","Black
/
Leather",Authenticity Seal,AO24770,Good condition,"Good condition

Scratches and minor suntanned",-,AO24770
CHANEL Classic Flap Maxi Quilted Jumbo CC Double Chain Shoulder Bag Black,/collections/chanel/products/ao24768,"398,000",3297221,"W 13.2 x H 9.1 x D 3.9 ""

Strap Drop.(Single) 23.6 ""

Strap Drop.(Double) 12.6 ""","Black
/
Leather","Authenticity Seal, Authenticity Card, Manual, Dust Bag",AO24768,Good condition,Good condition,-,AO24768
CHANEL Classic Double Flap Medium Chain Shoulder Bag White,/collections/chanel/products/ao24766,"348,000",13275382,"W 9.8 x H 6.3 x D 2.8 ""

Strap Drop.(Single) 16.1 ""

Strap Drop.(Double) 9.1 ""","White
/
Leather","Authenticity Seal, Manual",AO24766,Excellent condition,"Excellent condition

Side has frayed.",-,AO24766
CHANEL Classic Double Flap Medium Chain Shoulder Bag Black,/collections/chanel/products/ao24765,"278,000",2424568,"W 9.8 x H 6.3 x D 2.8 ""

Strap Drop.(Single) 16.1 ""

Strap Drop.(Double) 9.1 ""","Black
/
Leather","Authenticity Seal, Authenticity Card",AO24765,Good condition,"There is sign of use overall.

Mold

Flap has scratches.

Pocket has mold",Smell of mold.,AO24765
CHANEL Classic Double Flap Small Chain Shoulder Bag Black,/collections/chanel/products/ao24764,"348,000",7104021,"W 9.1 x H 5.7 x D 2.4 ""

Strap Drop.(Single) 16.5 ""

Strap Drop.(Double) 9.4 ""","Black
/
Leather","Authenticity Seal, Authenticity Card, Dust Bag",AO24764,"Good condition

Scratches","Excellent condition

Flap has scratches",-,AO24764
CHANEL Quilted CC Double Chain Shoulder Bag Black,/collections/chanel/products/ao24763,"228,000", 262081," W 8.7 x H 5.9 x D 2.6 ""  Strap Drop.(Single) 15.4 "" /(Double) 8.5 """, Black / Leather, Authenticity Seal & Dust Bag, AO24763, Good condition  Scratches, Good condition, -, AO24763
CHANEL Classic Flap Jumbo Quilted CC Jumbo Double Chain Shoulder Bag Black,/collections/chanel/products/ao24762,"348,000",6745578,"W 11.8 x H 8.7 x D 3.1 ""

Strap Drop.(Single) 24.4 ""

Strap Drop.(Double) 13.4 ""","Black
/
Leather",Authenticity Seal,AO24762,Good condition,Good condition,-,AO24762
CHANEL Quilted CC Cross Body Shoulder Bag Black,/collections/chanel/products/ao24759,"198,000",2026953,"W 9.8 x H 7.5 x D 3.1 ""

Strap Drop. 18.9 ""","Black
/
Leather","Authenticity Seal, Authenticity Card, Dust Bag, Box",AO24759,Good condition,Good condition,-,AO24759
CHANEL Quilted CC Cross Body Shoulder Bag Black,/collections/chanel/products/ao24758,"248,000",2556019,"W 6.7 x H 4.7 x D 2.4 ""

Strap Drop. 19.7 ""","Black
/
Leather","Authenticity Seal, Authenticity Card",AO24758,Good condition,Good condition,-,AO24758
CHANEL Choco Bar Quilted CC Shoulder Bag Black,/collections/chanel/products/ao24755,"168,000",7901383,"W 10.6 x H 6.3 x D 3.1 ""

Strap Drop. 5.1 - 11.0 ""","Black
/
Leather","Authenticity Seal, Authenticity Card, Manual, Box, Dust Bag",AO24755,"There is sign of use overall.

Wrinkle, Scratches.",Good condition,-,AO24755
CHANEL Quilted CC Chain Hand Bag Beige,/collections/chanel/products/ao24754,"148,000",1358122,"W 8.3 x H 5.5 x D 2.2 ""

Handle Drop. 6.7 ""","Beige
/
Leather","Authenticity Seal, Authenticity Card, Dust Bag",AO24754,Good condition,"Good condition

minor pen mark",-,AO24754
CHANEL Quilted CC Chain Shoulder Bag Black,/collections/chanel/products/ao24752,"248,000",4491197,"W 13.0 x H 11.0 x D 5.1 ""

Strap Drop. 13.0 ""","Black
/
Leather","Authenticity Seal, Shop Seal",AO24752,"There is sign of use overall.

Wrinkle, Loose.",Good condition,-,AO24752
CHANEL Quilted CC Logos Hand Bag Light Green Tweed,/collections/chanel/products/ao24751,"698,000",2994742,"W 10.2 ""x H 6.3"" x D 2.8 ""

Handle Drop. 3.1 ""","Light Green, etc
/
Tweed","Authenticity Seal, Manual, Dust Bag",AO24751,Excellent condition,Good condition,-,AO24751
CHANEL Quilted CC Mini Boston Hand Bag Black Caviar Skin,/collections/chanel/products/ao24649,"198,000",9975240,"W 10.6 x H 6.3 x D 3.5 ""

Handle Drop. 3.9 ""","Black
/
Caviar Skin Leather","Authenticity Seal, Authenticity Card, Manual, Shop Seal, Dust Bag",AO24649,"Good condition

Handle: Loose shape",Good condition,-,AO24649
